"figure","disease","data_type","country","year","decrease2percent","decrease1percent","no_change","increase1percent","increase2percent"
"5A","IBD","Prevalence","Canada",2037,0.947416002252753,0.96723689892934,0.988645159399957,1.01177107208043,1.03675538717562
"5A","IBD","Prevalence","Canada",2038,0.953004198414021,0.975672941492127,1.00032122800314,1.02712766261841,1.05628621644971
"5A","IBD","Prevalence","Canada",2039,0.957902748252402,0.983563910088045,1.01165309293538,1.04240898040566,1.07609335198942
"5A","IBD","Prevalence","Canada",2040,0.962144339085706,0.99093315683502,1.02265716465869,1.05762897093253,1.09619441486736
"5A","IBD","Prevalence","Canada",2041,0.965730246263669,0.997775929056486,1.03332520225719,1.07278103902448,1.11659180924628
"5A","IBD","Prevalence","Canada",2042,0.968559868425863,1.00398494091792,1.04354662131474,1.08775524546328,1.13718326714486
"5A","IBD","Prevalence","Canada",2043,0.970832763556362,1.00975129171789,1.05350582876096,1.10273378586619,1.15815561752689
"5B","IBD","Prevalence","Denmark",2017,0.943834379880302,0.943834379880302,0.943834379880302,0.943834379880302,0.943834379880302
"5B","IBD","Prevalence","Denmark",2018,0.976439011583394,0.976439011583394,0.976439011583394,0.976439011583394,0.976439011583394
"5B","IBD","Prevalence","Denmark",2019,1.00889347576085,1.00889347576085,1.00889347576085,1.00889347576085,1.00889347576085
"5B","IBD","Prevalence","Denmark",2020,1.04106004962898,1.04106004962898,1.04106004962898,1.04106004962898,1.04106004962898
"5B","IBD","Prevalence","Denmark",2021,1.07294418412558,1.07294418412558,1.07294418412558,1.07294418412558,1.07294418412558
"5B","IBD","Prevalence","Denmark",2022,1.10359508030978,1.10359508030978,1.10359508030978,1.10359508030978,1.10359508030978
"5B","IBD","Prevalence","Denmark",2023,1.13363485381379,1.13363485381379,1.13363485381379,1.13363485381379,1.13363485381379
"5B","IBD","Prevalence","Denmark",2024,1.16407342678941,1.16407342678941,1.16407342678941,1.16407342678941,1.16407342678941
"5B","IBD","Prevalence","Denmark",2025,1.19369528135598,1.19392614409399,1.19415641650684,1.19438589719751,1.19461447853743
"5B","IBD","Prevalence","Denmark",2026,1.22066304508906,1.22157362439565,1.22248747294426,1.22340436343954,1.22432412540277
"5B","IBD","Prevalence","Denmark",2027,1.24561270671129,1.24763227324179,1.24967231421521,1.25173288369162,1.25381400653619
"5B","IBD","Prevalence","Denmark",2028,1.26856064152196,1.27209756956459,1.27569452089629,1.27935200589743,1.28307047325332
"5B","IBD","Prevalence","Denmark",2029,1.28969722101155,1.29513975432082,1.30071176344493,1.3064155235044,1.31225326197233
"5B","IBD","Prevalence","Denmark",2030,1.30925389285562,1.31697074831708,1.32492402517138,1.33311999785983,1.34156477420815
"5B","IBD","Prevalence","Denmark",2031,1.32740628405354,1.3377477810077,1.34847772204228,1.35960922867657,1.37115586130652
"5B","IBD","Prevalence","Denmark",2032,1.34420655138016,1.35750564828451,1.37139667563612,1.38590431988711,1.40105417138535
"5B","IBD","Prevalence","Denmark",2033,1.35969404333929,1.37626654205618,1.39369253947557,1.41201436826888,1.43127639589489
"5B","IBD","Prevalence","Denmark",2034,1.37391689948223,1.394062691269,1.41538761995305,1.43795977971286,1.46185059731346
"5B","IBD","Prevalence","Denmark",2035,1.38690894713242,1.41091269668188,1.4364914334231,1.46374850642723,1.49279342543488
"5B","IBD","Prevalence","Denmark",2036,1.39872097545622,1.42685361760707,1.45703268923316,1.4894088427964,1.52414307361728
"5B","IBD","Prevalence","Denmark",2037,1.4094027249056,1.44192218992511,1.47704058828933,1.51497016308203,1.55593952608254
"5B","IBD","Prevalence","Denmark",2038,1.4190020126157,1.45615388911282,1.49654343614666,1.54046136560046,1.58822311086093
"5B","IBD","Prevalence","Denmark",2039,1.42758282435084,1.46960096479066,1.5155867434654,1.56592878834444,1.6210521139519
"5B","IBD","Prevalence","Denmark",2040,1.43518154744504,1.48228834539983,1.53418880965823,1.5913917218589,1.65445809818202
"5B","IBD","Prevalence","Denmark",2041,1.44184637893689,1.49425369560689,1.55238117469249,1.61688332103591,1.68848764412878
"5B","IBD","Prevalence","Denmark",2042,1.44760660094918,1.50551600254497,1.5701770970921,1.64241876817111,1.72316950056497
"5B","IBD","Prevalence","Denmark",2043,1.45249055277675,1.5160937281708,1.58758945187285,1.66801303004108,1.75853323069326
"5C","IBD","Prevalence","Scotland (Lothian)",2017,0.786755170381561,0.786755170381561,0.786755170381561,0.786755170381561,0.786755170381561
"5C","IBD","Prevalence","Scotland (Lothian)",2018,0.819551393970389,0.819551393970389,0.819551393970389,0.819551393970389,0.819551393970389
"5C","IBD","Prevalence","Scotland (Lothian)",2019,0.852923909718698,0.852923909718698,0.852923909718698,0.852923909718698,0.852923909718698
"5C","IBD","Prevalence","Scotland (Lothian)",2020,0.88566473433951,0.88566473433951,0.88566473433951,0.88566473433951,0.88566473433951
"5C","IBD","Prevalence","Scotland (Lothian)",2021,0.917971377907385,0.917971377907385,0.917971377907385,0.917971377907385,0.917971377907385
"5C","IBD","Prevalence","Scotland (Lothian)",2022,0.949846956439726,0.949846956439726,0.949846956439726,0.949846956439726,0.949846956439726
"5C","IBD","Prevalence","Scotland (Lothian)",2023,0.981333763737836,0.981333763737836,0.981333763737836,0.981333763737836,0.981333763737836
"5C","IBD","Prevalence","Scotland (Lothian)",2024,1.01231724281257,1.01231724281257,1.01231724281257,1.01231724281257,1.01231724281257
"5C","IBD","Prevalence","Scotland (Lothian)",2025,1.04237501624219,1.04261169665623,1.04284771548575,1.04308292122925,1.04331718563518
"5C","IBD","Prevalence","Scotland (Lothian)",2026,1.07095224982762,1.07188684968584,1.07282471199807,1.07376569114138,1.07470968777773
"5C","IBD","Prevalence","Scotland (Lothian)",2027,1.09825507916371,1.10033106292248,1.10242807265861,1.10454621808041,1.10668542263092
"5C","IBD","Prevalence","Scotland (Lothian)",2028,1.12405029785876,1.12769393781065,1.13139933610274,1.13516714993722,1.13899782267687
"5C","IBD","Prevalence","Scotland (Lothian)",2029,1.14857075238473,1.15419130596525,1.15994560712949,1.16583600106375,1.17186501350314
"5C","IBD","Prevalence","Scotland (Lothian)",2030,1.17181484686754,1.17980485159939,1.18804007350698,1.19652665882621,1.20527117274572
"5C","IBD","Prevalence","Scotland (Lothian)",2031,1.19375827371933,1.20449465831786,1.21563471397826,1.227191929597,1.23918045116773
"5C","IBD","Prevalence","Scotland (Lothian)",2032,1.21452802548643,1.22836965562647,1.24282802013605,1.25792865306453,1.27369864442404
"5C","IBD","Prevalence","Scotland (Lothian)",2033,1.2340667293209,1.25135670106251,1.26953802889569,1.28865493557199,1.30875377924635
"5C","IBD","Prevalence","Scotland (Lothian)",2034,1.25222913189003,1.27329627992271,1.29559789128347,1.31920512423532,1.3441926903284
"5C","IBD","Prevalence","Scotland (Lothian)",2035,1.26929556265876,1.29445161920506,1.32126007041312,1.34982936502239,1.38027434048036
"5C","IBD","Prevalence","Scotland (Lothian)",2036,1.28574644715538,1.31527768995918,1.34695935283652,1.38094973764986,1.4174180588188
"5C","IBD","Prevalence","Scotland (Lothian)",2037,1.30023866101695,1.33442574713647,1.37134780540128,1.41122824864685,1.45430764325552
"5C","IBD","Prevalence","Scotland (Lothian)",2038,1.31370117232378,1.35281281747036,1.395336125477,1.44157746703968,1.49186932891899
"5C","IBD","Prevalence","Scotland (Lothian)",2039,1.32601928369558,1.37030733596092,1.41878098225342,1.47185012036357,1.52996325330104
"5C","IBD","Prevalence","Scotland (Lothian)",2040,1.3372206801599,1.3869211677601,1.44168303859824,1.50204337120979,1.56859458359775
"5C","IBD","Prevalence","Scotland (Lothian)",2041,1.34737188010167,1.40270534045619,1.4640820622039,1.53219334518764,1.60780747328354
"5C","IBD","Prevalence","Scotland (Lothian)",2042,1.35643473224154,1.41760824118107,1.48591735778686,1.56223772048216,1.64755010854118
"5C","IBD","Prevalence","Scotland (Lothian)",2043,1.36456265736513,1.43176444976832,1.50730783263138,1.59228644271447,1.68793440208523
"5D","IBD","CDA","Canada",2015,0.0184045658033756,0.0184045658033756,0.0184045658033756,0.0184045658033756,0.0184045658033756
"5D","IBD","CDA","Canada",2016,0.0178342649899524,0.0178342649899524,0.0178342649899524,0.0178342649899524,0.0178342649899524
"5D","IBD","CDA","Canada",2017,0.0172467352307885,0.0172467352307885,0.0172467352307885,0.0172467352307885,0.0172467352307885
"5D","IBD","CDA","Canada",2018,0.0169412876795288,0.0169412876795288,0.0169412876795288,0.0169412876795288,0.0169412876795288
"5D","IBD","CDA","Canada",2019,0.016933100588748,0.016933100588748,0.016933100588748,0.016933100588748,0.016933100588748
"5D","IBD","CDA","Canada",2020,0.0165374151857817,0.0165374151857817,0.0165374151857817,0.0165374151857817,0.0165374151857817
"5D","IBD","CDA","Canada",2021,0.0160166568522881,0.0160166568522881,0.0160166568522881,0.0160166568522881,0.0160166568522881
"5D","IBD","CDA","Canada",2022,0.0155646394213032,0.0155646394213032,0.0155646394213032,0.0155646394213032,0.0155646394213032
"5D","IBD","CDA","Canada",2023,0.0153033851630232,0.0153033851630232,0.0153033851630232,0.0153033851630232,0.0153033851630232
"5D","IBD","CDA","Canada",2024,0.0150180822418615,0.0150873453957183,0.0151564012330727,0.0152252272107564,0.0152938059190609
"5D","IBD","CDA","Canada",2025,0.0143782405156931,0.0146515324979295,0.0149257650201177,0.0152009152973109,0.0154769542463198
"5D","IBD","CDA","Canada",2026,0.0134832004108037,0.0140201516210509,0.0145635837231971,0.0151133831600372,0.015669556690484
"5D","IBD","CDA","Canada",2027,0.0126366195558409,0.01342616086544,0.0142327666633594,0.0150566654351895,0.0158980914194458
"5D","IBD","CDA","Canada",2028,0.0118483950655832,0.0128797100932385,0.0139438540682415,0.0150414978221878,0.0161734224506753
"5D","IBD","CDA","Canada",2029,0.0111628829381538,0.0124257253675477,0.013741920317387,0.0151130735083324,0.0165409723496502
"5D","IBD","CDA","Canada",2030,0.0105509346972154,0.0120354925274384,0.0135983415748847,0.0152430128071837,0.0169728772835814
"5D","IBD","CDA","Canada",2031,0.00987020924414778,0.0115669114624883,0.0133715346593586,0.0152899149689376,0.0173277447460446
"5D","IBD","CDA","Canada",2032,0.00921018574405286,0.011109672443829,0.0131509309014821,0.0153428003543437,0.0176945204125876
"5D","IBD","CDA","Canada",2033,0.00863077238381205,0.010722923533694,0.012994328116424,0.0154581734407181,0.018128603245553
"5D","IBD","CDA","Canada",2034,0.00805174480424814,0.0103261538176387,0.0128211530021274,0.015555411699,0.018549029231241
"5D","IBD","CDA","Canada",2035,0.00736437848968735,0.00981304786736376,0.012527378485669,0.0155327351240755,0.0188566425671025
"5D","IBD","CDA","Canada",2036,0.00660066622724298,0.00921513163038751,0.0121435232616043,0.0154194110513372,0.0190796896648101
"5D","IBD","CDA","Canada",2037,0.00591177743981619,0.00868295051174078,0.0118197020993932,0.0153651348947805,0.0193668810108815
"5D","IBD","CDA","Canada",2038,0.00524337299982452,0.00816350557935236,0.0115039667677124,0.0153189541626138,0.0196689824069031
"5D","IBD","CDA","Canada",2039,0.00457007033584278,0.00763010767144673,0.0111679683277757,0.0152506541570626,0.019954099208825
"5D","IBD","CDA","Canada",2040,0.00391374900563352,0.00710600948422058,0.0108360546609025,0.0151860293094106,0.0202492286284295
"5D","IBD","CDA","Canada",2041,0.00320776467007844,0.00652589204145232,0.0104447283280268,0.0150631372653751,0.0204944261387472
"5D","IBD","CDA","Canada",2042,0.00255125864634664,0.00598768133070227,0.0100903132518882,0.0149763734208569,0.0207819041403022
"5E","IBD","CDA","Denmark",2018,0.032529547940273,0.032529547940273,0.032529547940273,0.032529547940273,0.032529547940273
"5E","IBD","CDA","Denmark",2019,0.0323105190227926,0.0323105190227926,0.0323105190227926,0.0323105190227926,0.0323105190227926
"5E","IBD","CDA","Denmark",2020,0.0320253541823646,0.0320253541823646,0.0320253541823646,0.0320253541823646,0.0320253541823646
"5E","IBD","CDA","Denmark",2021,0.0312675153403983,0.0312675153403983,0.0312675153403983,0.0312675153403983,0.0312675153403983
"5E","IBD","CDA","Denmark",2022,0.0303453348441061,0.0303453348441061,0.0303453348441061,0.0303453348441061,0.0303453348441061
"5E","IBD","CDA","Denmark",2023,0.0302391732398194,0.0302391732398194,0.0302391732398194,0.0302391732398194,0.0302391732398194
"5E","IBD","CDA","Denmark",2024,0.0300302137710943,0.0301456451401001,0.030260781346527,0.030375521691862,0.0304898123618187
"5E","IBD","CDA","Denmark",2025,0.0282948091498224,0.0287500988031154,0.0292070230774216,0.0296654683250636,0.0301253493066771
"5E","IBD","CDA","Denmark",2026,0.0259587126776539,0.0268530645739006,0.0277579488541828,0.028673493247052,0.0295997639993799
"5E","IBD","CDA","Denmark",2027,0.0239487982164491,0.0252619725844698,0.0266035239760173,0.0279738212289453,0.0293731739252744
"5E","IBD","CDA","Denmark",2028,0.0220422571501322,0.0237537405395142,0.0255197246148585,0.0273413199063935,0.0292196277180728
"5E","IBD","CDA","Denmark",2029,0.020346625666829,0.0224365893762467,0.0246147521375445,0.0268839959812001,0.0292471504774156
"5E","IBD","CDA","Denmark",2030,0.0188545315209974,0.0213040133434427,0.0238829792986768,0.0265968525860821,0.0294512996670961
"5E","IBD","CDA","Denmark",2031,0.0174763292622738,0.0202674499837159,0.0232363252323676,0.0263921610136391,0.0297446985885983
"5E","IBD","CDA","Denmark",2032,0.016143879642873,0.0192593805242369,0.0226074087166432,0.026202569796156,0.0300602672941824
"5E","IBD","CDA","Denmark",2033,0.0148551740510311,0.0182785214922474,0.0219954721584666,0.0260277299128754,0.0303982129640549
"5E","IBD","CDA","Denmark",2034,0.0136074518965634,0.0173230773128494,0.0213994469737659,0.0258670690791742,0.0307585147699962
"5E","IBD","CDA","Denmark",2035,0.0124020379869976,0.016395463169033,0.0208225346400535,0.0257245315417693,0.0311462381519105
"5E","IBD","CDA","Denmark",2036,0.0112468888865916,0.0155047466216165,0.0202745774331144,0.0256108283274004,0.0315730503238314
"5E","IBD","CDA","Denmark",2037,0.0101405185797399,0.0146501357528727,0.0197553734567519,0.0255262614020306,0.0320400186218285
"5E","IBD","CDA","Denmark",2038,0.00909004972261795,0.0138393874327752,0.019273077588035,0.0254793126312041,0.0325562939346783
"5E","IBD","CDA","Denmark",2039,0.00808976741466905,0.0130672281435065,0.0188226867557842,0.0254651781292213,0.0331174936605443
"5E","IBD","CDA","Denmark",2040,0.00713177729302672,0.0123263654081155,0.0183972156135449,0.025477266345735,0.0337177650884414
"5E","IBD","CDA","Denmark",2041,0.00621252675206918,0.0116138285725689,0.0179941437169373,0.0255135231561041,0.034355701191476
"5E","IBD","CDA","Denmark",2042,0.00532208691993019,0.010920016281956,0.01760413859018,0.0255648545025854,0.0350227932822357
"5F","IBD","CDA","Scotland (Lothian)",2018,0.0330843696685685,0.0330843696685685,0.0330843696685685,0.0330843696685685,0.0330843696685685
"5F","IBD","CDA","Scotland (Lothian)",2019,0.0330566701845608,0.0330566701845608,0.0330566701845608,0.0330566701845608,0.0330566701845608
"5F","IBD","CDA","Scotland (Lothian)",2020,0.0325237340943434,0.0325237340943434,0.0325237340943434,0.0325237340943434,0.0325237340943434
"5F","IBD","CDA","Scotland (Lothian)",2021,0.0320911110501079,0.0320911110501079,0.0320911110501079,0.0320911110501079,0.0320911110501079
"5F","IBD","CDA","Scotland (Lothian)",2022,0.0316811929152257,0.0316811929152257,0.0316811929152257,0.0316811929152257,0.0316811929152257
"5F","IBD","CDA","Scotland (Lothian)",2023,0.0312351431864208,0.0312351431864208,0.0312351431864208,0.0312351431864208,0.0312351431864208
"5F","IBD","CDA","Scotland (Lothian)",2024,0.0305206262521788,0.0306389664591944,0.0307569758739559,0.0308745787457071,0.0309917109486705
"5F","IBD","CDA","Scotland (Lothian)",2025,0.0293175035075237,0.0297848034366336,0.0302537345927523,0.0307242241644071,0.0311962224825801
"5F","IBD","CDA","Scotland (Lothian)",2026,0.0279400314607572,0.0288596831331265,0.0297901785864289,0.0307316484255801,0.0316841184978736
"5F","IBD","CDA","Scotland (Lothian)",2027,0.0265490240155726,0.0279035440624081,0.0292873120523354,0.0307007293979172,0.0321440674495731
"5F","IBD","CDA","Scotland (Lothian)",2028,0.0251578366105122,0.0269301215213875,0.0287587672354418,0.030644891491669,0.0325897954361062
"5F","IBD","CDA","Scotland (Lothian)",2029,0.0238822745043907,0.0260554568943682,0.0283203687021166,0.0306797544444989,0.0331366750344214
"5F","IBD","CDA","Scotland (Lothian)",2030,0.0225937606672993,0.0251516761763045,0.0278445534243854,0.0306779642666268,0.0336577188322966
"5F","IBD","CDA","Scotland (Lothian)",2031,0.0213565893094458,0.0242824020135411,0.0273939733145356,0.0307009971191577,0.0342137358391637
"5F","IBD","CDA","Scotland (Lothian)",2032,0.020154227800785,0.0234310213723246,0.0269516574587166,0.0307315029874948,0.0347866640393076
"5F","IBD","CDA","Scotland (Lothian)",2033,0.0188505532017986,0.0224633121481197,0.0263849355737104,0.030638235585393,0.0352470229521756
"5F","IBD","CDA","Scotland (Lothian)",2034,0.0176144166689289,0.0215474590712752,0.0258610207587147,0.0305872147251996,0.0357602806170053
"5F","IBD","CDA","Scotland (Lothian)",2035,0.016758657632675,0.0209907050182345,0.0256807307765273,0.0308723067072737,0.0366126842452008
"5F","IBD","CDA","Scotland (Lothian)",2036,0.0154715491790973,0.0199870639657059,0.0250438674940789,0.0306994418122295,0.0370166513875841
"5F","IBD","CDA","Scotland (Lothian)",2037,0.0139773625841987,0.018767563755592,0.024188386320237,0.03031386469491,0.0372256350500952
"5F","IBD","CDA","Scotland (Lothian)",2038,0.0128903113393124,0.0179407944122215,0.0237165884260687,0.0303109358583611,0.0378278050227604
"5F","IBD","CDA","Scotland (Lothian)",2039,0.0117597539180607,0.0170541751448688,0.0231734565606195,0.0302329520850528,0.0383626273393822
"5F","IBD","CDA","Scotland (Lothian)",2040,0.0106762982030437,0.0161990022476383,0.0226505399752425,0.0301716124120321,0.0389221099912488
"5F","IBD","CDA","Scotland (Lothian)",2041,0.00960702604081976,0.0153435367104835,0.0221171595943144,0.0300971746361847,0.0394777624717113
"5F","IBD","CDA","Scotland (Lothian)",2042,0.00859538863173426,0.014529554656064,0.0216128852137381,0.0300465487634173,0.0400634644008429
